リアグラシア(11位),キングカメハメハ,リアアントニア,Beer Baroness,マンファス,Kingmambo,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Unbridled's Song,Regal Miss Copelan,Mr. Greeley,Lavish Numbers
サンセットクラウド(12位),ディープインパクト,ロードクロサイト,Folklore,Unbirdled's Song,ウインドインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,Unbridled,Trolley Song,Tiznow,Contrive
サリエラ(13位),ディープインパクト,サロミナ,Saldentigerin,Lomitas,ウインドインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,Niniske,La Colorada,タイガーヒル,Salde
ダノンスコーピオン(14位),ロードカナロア,レキシールー,Oneexcessivenite,Sligo Bay,レディブラッサム,キングカメハメハ,Kingmambo,マンファス,Storm Cat,サラトガデュー,Sadler's Wells,Angelic Song,In Excess,Favored One
レディナビゲーター(15位),ハーツクライ,レディスキッパー,ライクザウインド,クロフネ,アイリッシュダンス,サンデーサイレンス,Halo,Wishing Well,トニービン,ビューパーダンス,フレンチデビュティ,ブルーアヴェニュー,デインヒル,ウインインハーヘア
グットディール(16位),ビッグアーサー,マリアヴァレリア,ラスティックベル,サンデーサイレンス,シヤボナ,サクラバクシンオー,サクラユタカオー,サクラハゴロモ,Kingmambo,Relish,Halo,Wishing Well,Mr. Prospector,Ragtime Girl
アライバル(17位),ハービンジャー,クルミナル,クルソラ,ディープインパクト,Penang Pearl,Dansili,デインヒル,Hasili,Bering,Guapa,サンデーサイレンス,ウインドインハーヘア,Candy Stripes,Calorica
ラクスバラディー(18位),ドゥラメンテ,リッチダンサー,Fairy Flight,Halling,アドマイヤグルーヴ,キングカメハメハ,Kingmambo,マンファス,サンデーサイレンス,エアグルーヴ,Diesis,Dance Machine,Fairy King,Rising Tide
リアド(19位),ディープインパクト,タイタンクイーン,Ensnare,Tiznow,ウインドインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,Cee's Tizzy,Cee's Song,Seeking the Gold,トラップパス
フィアレスデザイア(20位),ディープインパクト,ヒルダズパッション,Executricker,Canadian Frontier,ウインドインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,Gone West,Borodislew,El Prado,Trick Trick
ローマンネイチャー(21位),ディープインパクト,キューティゴールド,ゴールデンサッシュ,フレンチデプュティ,ウインドインハーヘア,サンデーサイレンス,Halo,Wihsing Well,Alzao,Burghclere,Deputy Minister,Mitterand,ディクタス,ダイナサッシュ
ダノンフォーナイン(22位),ディープインパクト,タミーザトルピード,Search and Seizure,More Than Ready,ウインドインハーヘア,サンデーサイレンス,halo,Wishing Well,Alzao,Burghclere,サザンヘイロー,Woodman's Girl,War Chant,Search Party
ショウナンアデイブ(23位),ディープインパクト,シーヴ,Belterra,Mineshaft,ウインドインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,A.P. Indy,Prospectors Delite,Unbridled,Cruising Haven
アストロフィライト(24位),ディープインパクト,ウェイヴェルアベニュー,Lucas Street,harlington,ウインドインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,Unbridled,Serena's Song,Silver Deputy,Ruby Park
ママコチャ(25位),クロフネ,ブチコ,シラユキヒメ,キングカメハメハ,ブルーアヴェニュー,フレンチデプュティ,Deputy Minister,Mitterand,Classic Go Go,Eliza Blue,Kingmambo,マンファス,サンデーサイレンス,ウェイブウインド
トゥデイイズザデイ(26位),ディープインパクト,キトゥンズクイーン,High Chant,Kitten's Joy,ウインドインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,El Prado,Kitten's First,War Chant,Highfalutin
スパイダーバローズ(27位),ハーツクライ,マラコスタムブラダ,Mapul Wells,Lizard Island,アイリッシュダンス,サンデーサイレンス,Halo,Wishing Well,トニービン,ビューパーダンス,Danehill Dancer,Add,Poliglote,Pulma
ライラスター(28位),ロードカナロア,ハーブスター,ヒストリックスター,ディープインパクト,レディブラッサム,キングカメハメハ,Kingmambo,マンファス,Storm Cat,サラトガデュー,サンデーサイレンス,ウインドインハーヘア,ファルブラヴ,ベガ
パラレルヴィジョン(29位),キズナ,アールブリュット,イグジビットワン,マクフィ,キャットクイル,ディープインパクト,サンデーサイレンス,ウインドインハーヘア,Storm Cat,Pacific Princess,Dubawi,Dhelaal,Silver Hawk,Tsar's Pride
スタニングスター(30位),Frankel,スタセリタ,Soignee,Monsun,Kind,Galileo,Sadler's Wells,アーバンシー,デインヒル,Rainbow Lake,Konigsstuhl,Mosella,Dashing Blade,Suivez
ウィズグレイス(31位),ディープインパクト,カラライナ,Whatdreamsrmadeof,Curlin,ウインドインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,Smart Strike,Sherriff's Deputy,Graeme Hall,Eastern Ruckus
ヴァーンフリート(32位),リオディーズ,ロスヴァイセ,ヴァイスハイト,シンボリクリスエス,シーザリオ,キングカメハメハ,Kingmambo,マンファス,スペシャルウィーク,キロフプリミエール,Kris S.,Tee Kay,アドマイヤベガ,ソニンク
アドマイヤラヴィ(33位),ロードカナロア,アドマイヤミヤビ,レディスキッパー,ハーツクライ,レディブラッサム,キングカメハメハ,Kingmambo,マンファス,Storm Cat,サラトガデュー,サンデーサイレンス,アイリッシュダンス,クロフネ,ライクザウインド
ハイアムズビーチ(34位),ドレフォン,ユキチャン,シラユキヒメ,クロフネ,Eltimaas,Gio Ponti,Tale of the Cat,Chipeta Springs,Ghostzapper,Najecam,フレンチデピュティ,ブルーアヴェニュー,サンデーサイレンス,ウェイブウインド
ピエドラデルーナ(35位),キタサンブラック,スイープトウショウ,タバサトウショウ,エンドスウィープ,シュガーハート,ブラックタイド,サンデーサイレンス,ウインドインハーヘア,サクラバクシンオー,オトメゴコロ,フォーティナイナー,Broom Dance,ダンシングブレーヴ,サマンサトウショウ
ドナブリーニの2019(36位),キタサンブラック,ドナブリーニ,Cal Norma's Lady,Bertolini,シュガーハート,ブラックタイド,サンデーサイレンス,ウインドインハーヘア,サクラバクシンオー,オトメゴコロ,Danzig,Aquilegia,リファーズスペシャル,June Darling
エピファニー(37位),エピファネイア,ルールブリタニア,ミュージカルウェイ,ディープインパクト,シーザリオ,シンボリクリスエス,Kris S.,Tee Kay,スペシャルウィーク,キロフプリミエール,サンデーサイレンス,ウインドインハーヘア,Gold Away,Mulika
マリーナドンナ(38位),ロードカナロア,ジェンティルドンナ,ドナブリーニ,ディープインパクト,レディブラッサム,キングカメハメハ,Kingmambo,マンファス,Storm Cat,サラトガデュー,サンデーサイレンス,ウインドインハーヘア,Bertolini,Cal Norma's Lady
クレイドル(39位),クロフネ,オーマイベイビー,オールザウェイベイビー,ディープインパクト,ブルーアヴェニュー,フレンチデプュティ,Deputy Minister,Mitterand,Classic Go Go,Eliza Blue,サンデーサイレンス,ウインドインハーヘア,Grand Slam,Lustily
ソクラテス(40位),ドゥラメンテ,ブルーダイアモンド,グレースアドマイヤ,ディープインパクト,アドマイヤグルーヴ,キングカメハメハ,Kingmambo,マンファス,サンデーサイレンス,エアグルーヴ,サンデーサイレンス,ウインドインハーヘア,トニービン,バレークイーン
スカーレットオーラ(41位),ロードカナロア,ダイワスカーレット,スカーレットブーケ,アグネスタキオン,レディブラッサム,キングカメハメハ,Kingmambo,マンファス,Storm Cat,サラトガデュー,サンデーサイレンス,アグネスフローラ,ノーザンテースト,スカーレットインク
チェルノボーグ(42位),ディープインパクト,コンテスティッド,Gold Vault,Ghostzapper,ウインドインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,Awesome Again,Baby Zip,Arch,Questress
ダノンギャラクシー(43位),ディープインパクト,ベネンシアドール,フェアリードール,キングカメハメハ,ウインドインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,Kingmambo,マンファス,Nureyev,Dream Deal
アグリ(44位),Caravaggio,オールドタイムワルツ,Together,War Front,Mekko Hokte,Scat Daddy,ヨハネスブルグ,Love Style,Holy Bull,Aerosilver,Danzig,Starry Dreamer,Galileo,Shadow Song
アーティット(45位),ディープインパクト,アブソリュートレディ,Lil's jessy,Galileo,ウインドインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,Sadler's Wells,アーバンシー,Kris,Lobmille
ダノンマイソウル(46位),ディープインパクト,フォエヴァーダーリング,Darling My Darling,Congrats,ウインドインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,A.P. Indy,Praise,Deputy Minister,ローミンレイチェル
マジカルキュート(47位),ディープインパクト,ソーマジック,スーア,シンボリクリスエス,ウインドインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,Kris S.,Tee Kay,Fairy King,Bold Starlet
パンドレア(48位),ロードカナロア,ショウナンパンドラ,キューティゴールド,ディープインパクト,レディブラッサム,キングカメハメハ,Kingmambo,マンファス,Storm Cat,サラトガデュー,サンデーサイレンス,ウインドインハーヘア,フレンチデピュティ,ゴールデンサッシュ
プレミアムスマイル(49位),ロードカナロア,ジンジャーパンチ,Nappelon,Awesome Again,レディブラッサム,キングカメハメハ,Kingmambo,マンファス,Storm Cat,サラトガデュー,Deputy Minister,Primal Force,Bold Revenue,Sally Go Gray
コナブラック(50位),キタサンブラック,コナブリューワーズ,アンブロワーズ,キングカメハメハ,シュガーハート,ブラックタイド,サンデーサイレンス,ウインドインハーヘア,サクラバクシンオー,オトメゴコロ,Kingmambo,マンファス,フレンチデプュティ,フサイチミニヨン
