エアシャカール,サンデーサイレンス,アイドリームドアドリーム,Hidden Trail,Well Decorated,Wishing Well,Halo,Hail to Reason,Cosmah,Understanding,Mountain Flower,Raja Baba,Paris Breeze,Gleaming,Tobaco Trail
ゴールドシチー,ヴァイスリーガル,イタリアンシチー,リンネス,テスコボーイ,Victoria Regina,Northern Dancer,nearctic,natalma,Menetrier,Victoriana,princely Gift,Suncourt,フィダルゴ,ジーゲリン
イナリワン,ミルジョージ,テイトヤシマ,ヤシマジェット,ラークスパー,Miss Charisma,Mill Reef,Never Bend,Milan Mill,Ragusa,マタテイナ,Never Say Die,Skylarking,ソロナウェー,ヤシマニシキ
ニシノフラワー,Majestic Light,デユプリシト,Fabulous Fraud,Danzig,Irradiate,Majestic Prince,Rais a native,Gay Hostess,Ribot,High Voltage,Northern Dancer,Pas de Nom,Le Fabuleux,The bride
ビコーペガサス,Danzig,Condessa,Varinessa,Condorcet,Pas de Nom,Northern Dancer,nearctic,Natalma,admiral's Voyage,Petitioner,Luthier,Pan American,varano,Silken Princess
ヒシアケボノ,Woodman,Mysteries,Phydilla,Seattle Slew,ブレイメイト,Mr. Prospector,Raise a Native,Gold Digger,Buckpasser,Intriguing,Bold Reasoning,My Charmer,Lyphard,Godzilla
バンブーメモリー,モーニングフローリック,マドンナバンブー,ニンバスバンブー,モバリッズ,Timely Affair,Grey Dawn,Herbager,Polamia,Bold Hour,Friendly Relations,Sing Sing,Musaka,ニンバス,ヤシマテンプル
マーベラスサンデー,サンデーサイレンス,モミジダンサー,モミジⅡ,ヴァイスリーガル,Wishing Well,Halo,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Victoria Regina,Laugh Aloud,Hold Me Close
ミホノブルボン,マグニテュード,カツミエコー,ハイフレーム,シャレー,Altesse Royale,Mill Reef,Never Bend,Milan Mill,セントクレスピン,Blue Azur,Luthier,Christiana,ユアハイネス,カミヤマト
スイープトウショウ,エンドスウィープ,タバサトウショウ,サマンサトウショウ,ダンシングブレーヴ,Broom Dance,フォーティナイナー,Mr. Prospector,File,Dance Spell,Witching Hour,Lyphard,Navaho Princess,トウショウボーイ,マーブルトウショウ
アイネスフウジン,シーホーク,テスコパール,ムツミパール,テスコボーイ,Sea Nymph,Herbager,Vandale,Flagette,Free Man,Sea Spray,Princely Gift,Suncourt,モンタヴァル,マサリユウ
ビワハヤヒデ,シャルード,パシフィカス,Pacific Princess,Angel Island,Caro,フォルティノ,Chambord,Cougar,Who's to Know,Nearctic,Natalma,Damascus,Fiji
シンコウウインディ,デュラブ,ローズコマンダー,ハマヒリュウ,ダストコマンダー,Passerine,Topsider,Northern Dancer,Drumtop,Dr. Fager,Pashamin,Bold Commanger,Dust Storm,パーソロン,デイックミドリ
ゼンノロブロイ,サンデーサイレンス,ローミンレイチェル,One Smart Lady,マイニング,Wishing Well,Halo,Hail to Reason,Cosmah,understanding,Mountain Flower,Mr. Prospector,I Pass,Clever Trick,Pia's Lady
メイショウドトウ,Bigstone,プリンセスリーマ,First Fling,Affirmed,Batave,ラストタイクーン,トライマイベスト,Mill Princess,ポツセ,Bon Appetit,Exclusive Native,Won't Tell You,Nijinsky,Fast Approach
アドマイヤベガ,サンデーサイレンス,ベガ,アンティックヴァリュー,トニービン,Wishing Well,Halo,Hail to Reason,Cosmah,Understanding,Mountain Flower,カンパラ,Severn Bridge,Northern Dancer,Moonscape
カレンチャン,クロフネ,スプリングチケット,カズミハルコマ,トニービン,ブルーアヴェニュー,フレンチデプュティ,Deputy Minister,Mitterand,Classic Go Go,Eliza Blue,カンパラ,Severn Bridge,マルゼンスキー,センシユータカラ
アグネスデジタル,Crafty Prospector,Chancey Squaw,Allicance,Chief's Crown,Real Crafty Lady,Mr. Prospector,Raise a Native,Gold Digger,In Reality,Princess Roycraft,Danzig,Siz Crowns,Alleged,Runaway Bride
エイシンフラッシュ,キングズベスト,ムーンレディ,Midnight Fever,プラティニ,Allegretta,Kingmambo,Mr. Prospector,Miesque,Lombard,Anatevka,Surumu,Prairie Darling,Sure Blade,Majoritat
ナカヤマフェスタ,ステイゴールド,ディアウィンク,セイレン,タイトスポット,ゴールデンサッシュ,サンデーサイレンス,Halo,Wishing Well,ディクタス,ダイナサッシュ,His Majesty,Premium Win,デインヒル,センスオブリズム
メジロドーベル,メジロライアン,メジロビューティー,メジロナガサキ,パーソロン,メジロチェイサー,アンバーシャダイ,ノーザンテースト,クリアアンバー,メジロサンマン,シエリル,Milesian,Paleo,ネヴァービート,メジロボサツ
