パイロ(30位),Pulpit,Wild Vision,Carol's Wonder,Wild Again,Preach,A.P. Indy,Seattle,Weekend Surprise,Mr. prospector,Narrate,Icecapade,Bushel-n-Peck,Pass the Tab,Carols Christmas
バゴ(31位),Nashwan,Moonlight's Box,Coup de Genie,Nureyev,Height of Fashion,Blushing Groom,Red God,Runaway Bride,Bustino,Highclere,Northern Dancer,Special,Mr. Prospector,Coup de Folie
ノヴェリスト(32位),Monsun,Night Lagoon,Nenuphar,Lagunas,Mosella,Konigsstuhl,Dschingis Khan,Konigskronung,Surumu,Monasia,イルドブルボン,Liranga,Night Shift,Narola
リアルインパクト(33位),ディープインパクト,トキオリアリティー,What a Reality,Meadowlake,ウインドインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,Hold Your Peace,Suspicious Native,In Reality, What Will Be
カレンブラックヒル(34位),ダイワメジャー,チャールストンハーバー,Penny's Valentine,Grindstone,スカーレットブーケ,サンデーサイレンス,Halo,Wishing Well,ノーザンテースト,スカーレットインク,Unbridled,Buzz My Bell,Storm Cat,Mrs. Penny
ディスクリートキャット(35位),Forestry,Pretty Discreet,Pretty Persuasive,Private Account,Shared Interest,Storm Cat,Storm Bird,Terlingua,Pleasant Colony,Surgery,Damascus,Numbered Account,Believe lt,Bury the Hatchet
マクフィ(36位),Dubawi,Dhelaal,Irish Valley,Green Desert,Zomaradah,Dubai Millennium,Seeking the Gold,Colorado Dancer,Deploy,Jawaher,Danzig,Foreign Courier,Irish River,Green Valley
Kingman(37位),Invincible Spirit,Zenda,Hope,Zamindar,Rafha,Green Desert,Danzig,Foreign Courier,Kris,Eljazzi,Gone West,Zaizafon,ダンシングブレーヴ,Bahamian
スマートファルコン(38位),ゴールドアリュール,ケイシュウハーブ,キョウエイシラユキ,ミシシッピアン,ニキーヤ,サンデーサイレンス,Halo,Wishing Well,Nureyev,Reluctant Guest,Vaguely Noble,Gazala,クラウンドプリンス,アリアーン
ミッキーアイル(39位),ディープインパクト,スターアイル,アイルドフランス,ロックオブジブラルタル,ウインドインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,デインヒル,Offshore Boom,Nureyerv,ステラマドリッド
ホッコータルマエ(40位),キングカメハメハ,マダムチェロキー,アンフォイルド,Cherokee Run,マンファス,Kingmambo,Mr. Prospector,Mieaque,ラストタイクーン,Pilot Bird,Runaway Groom,Cherokee Dame,Unbridled,Bold Foil
マツリダゴッホ(41位),サンデーサイレンス,ペイパーレイン,フローラルマジック,Bel Bolide,Wishing Well,Halo,Hail to Reason,Cosmah,Understanding,Mountain Flower,Bold Bidder,Lady Graustark,Affirmed,Rare Lady
ドリームジャーニー(42位),ステイゴールド,オリエンタルアート,エレクトロアート,メジロマックイーン,ゴールデンサッシュ,サンデーサイレンス,Halo,Wishing Well,ディクタス,ダイナサッシュ,メジロティターン,メジロオーロラ,ノーザンテースト,グランマスティーヴンス
ワールドエース(43位),ディープインパクト,マンデラ,Mandellicht,Acatenango,ウインドインハーヘア,サンデーサイレンス,Halo,Wishing Well,Alzao,Burghclere,Surumu,Aggravate,Be My Guest,Mandelauge
ダンカーク(44位),Unbridled's Song,Secret Status,Private Status,A.P. Indy,Trolly Song,Unbridled,Fappiano,Gana Facil,Caro,Lucky Spell,Seattle Slew,Weekend Surprise,Alydar,Miss Eva
トゥザグローリー(45位),キングカメハメハ,トゥザヴィクトリー,フェアリードール,サンデーサイレンス,マンファス,Kingmambo,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Halo,Wishing Well,Nureyev,Dream Deal
アドマイヤムーン(46位),エンドスウィープ,マイケイティーズ,ケイティーズファースト,サンデーサイレンス,Broom Dance,フォーティナイナー,Mr. Prosepector,File,Dance Spell,Witching Hour,Halo,Wishing Well,Kris,Katies
マンハッタンカフェ(47位),サンデーサイレンス,サトルチェンジ,Santa Luciana,Law Society,Wishing Well,Halo,hail to Reason,Cosmah,Understanding,Mountain Flower,Alleged,Bold Bikini,Luciano,Suleika
メイショウボーラー(48位),タイキシャトル,ナイスレイズ,Nice Trandition,Storm Cat,ウェルシュマフィン,Devill's Bag,Halo,Ballade,Caerleon,Muffitys,Storm Bird,Terlingua,Search Tradition,Nize Dancing
メイショウサムソン(49位),オペラハウス,マイヴィヴィアン,ウイルプリンセス,ダンシングブレーヴ,Colorspin,Sadler's Wells,Northern Dancer,Fairy Bridge,High Top,Reprocolor,Lyphard,Navajo Princess,サンプリンス,エール
ワークフォース(50位),キングズベスト,Soviet Moon,Eva Luna,Sadler's Wells,Allegretta,Kingmambo,Mr. Prospector,Miesque,Lombard,Anatevka,Northern Dancer,Fairy Bridge,Alleged,Media Luna
